"Id","SalePrice"
1886,281099.508233711
1887,234446.669299466
1888,286461.238614193
1889,172741.735333065
1890,117991.343517415
1891,145143.816240583
1892,72586.9549353611
1893,140494.683780625
1894,102212.166123911
1895,158354.488710844
1896,122645.012792203
1897,117027.070127189
1898,126112.375950469
1899,148862.896196707
1900,155152.170007413
1901,167459.390340285
1902,151121.599662106
1903,222763.191234876
1904,129954.683732354
1905,188733.826939605
1906,158852.701664413
1907,203653.440883708
1908,132060.632323292
1909,154856.090664528
1910,138884.627508753
1911,217326.158303264
1912,294943.385206778
1913,157146.954775833
1914,49703.721234417
1915,252782.881774595
1916,26001.7901578863
1917,265217.801834798
1918,152690.265847942
1919,196751.328206712
1920,183688.493226781
1921,339204.385712758
1922,290888.360556075
1923,236930.95578095
1924,226740.912956336
1925,235727.835722475
1926,337838.622721734
1927,127216.618151721
1928,166334.402740418
1929,109251.696557892
1930,137806.786397671
1931,141540.862269898
1932,140114.928675644
1933,150791.242184815
1934,191839.223188534
1935,183665.434286099
1936,193387.366838636
1937,193398.823959018
1938,178830.895055905
1939,249733.754740482
1940,199935.61288573
1941,186837.59824276
1942,198273.038259579
1943,209729.796049938
1944,282287.328515581
1945,326045.151868473
1946,167099.821977589
1947,276892.849236448
1948,180546.353390916
1949,255997.671604885
1950,210983.974189698
1951,268871.161350562
1952,234387.05263316
1953,179571.065308754
1954,222240.464853192
1955,136643.69123908
1956,312712.782598184
1957,179713.537749728
1958,297667.836434337
1959,136336.594186628
1960,93352.4974728746
1961,109921.514335284
1962,106770.246307472
1963,120422.153091026
1964,101718.635503033
1965,138642.838660559
1966,155356.43546208
1967,272392.783906953
1968,337368.864756102
1969,329927.289939991
1970,352238.389885467
1971,387491.301289827
1972,333530.059118769
1973,267990.020890618
1974,297387.830003541
1975,412714.511832799
1976,285151.987984952
1977,320084.85186127
1978,307445.399584696
1979,292369.376213094
1980,196674.207751185
1981,296810.780243221
1982,229103.928759335
1983,211389.152665827
1984,187258.802968542
1985,240868.702129149
1986,244394.041411066
1987,198991.617408425
1988,186526.921248583
1989,212326.340438564
1990,225562.302487078
1991,222504.143124195
1992,232216.054453454
1993,189280.946882701
1994,249261.166323488
1995,204036.142412968
1996,260639.391745839
1997,285532.669971824
1998,302183.193708006
1999,271412.104308171
2000,292871.282700578
2001,256895.948263763
2002,252621.021520854
2003,261333.962535501
2004,275845.150433551
2005,232755.977360691
2006,221786.942524378
2007,257829.480933349
2008,221973.261126169
2009,195777.863898477
2010,214579.475460827
2011,152906.907323452
2012,185782.435890844
2013,176429.162160765
2014,192439.195888594
2015,205700.605309722
2016,198442.47219262
2017,211042.994947062
2018,108142.699351923
2019,132913.576591655
2020,86338.1880112305
2021,95525.487505327
2022,191867.319340042
2023,129682.591116482
2024,272625.235623404
2025,333737.170916598
2026,186996.432238513
2027,155141.925542692
2028,171706.119697187
2029,167566.403078144
2030,264364.833854302
2031,252279.182807043
2032,244870.924855275
2033,257517.679609395
2034,173601.303389622
2035,228975.170610219
2036,218657.056747025
2037,222043.294728646
2038,298476.009068172
2039,211132.152000593
2040,325046.718099675
2041,274633.551791106
2042,217994.647377175
2043,178482.347872897
2044,200384.363517526
2045,214359.040175704
2046,137594.613215173
2047,138234.103530504
2048,134052.693839646
2049,129937.384237958
2050,187217.369453698
2051,115022.880188041
2052,134741.81340533
2053,147600.021314411
2054,69874.281158543
2055,158680.681179402
2056,148577.40211286
2057,105590.374913913
2058,212736.89691055
2059,135505.033987934
2060,200636.160119988
2061,200978.134420607
2062,120673.191681599
2063,106597.521696498
2064,128743.578828192
2065,120831.696685493
2066,185316.315923872
2067,130607.969998083
2068,137799.611329045
2069,74454.3142990062
2070,100017.95197015
2071,72666.9814249855
2072,148622.461118565
2073,135895.675766096
2074,194362.028507192
2075,148766.250605246
2076,123760.558150178
2077,132178.264833033
2078,108581.250912578
2079,144404.284281142
2080,129363.720221951
2081,122133.799746843
2082,109575.159988049
2083,143392.589922033
2084,97679.8252363639
2085,111291.60701874
2086,158677.058833791
2087,134182.208792288
2088,112608.162423278
2089,67860.5995575905
2090,125654.619061913
2091,68166.8681073318
2092,152624.954294497
2093,136888.297954866
2094,132525.197483213
2095,135563.969899417
2096,83247.2065898884
2097,80916.4092540161
2098,145188.068152462
2099,13377.5462102834
2100,50658.8617343142
2101,107641.645541618
2102,154441.643359743
2103,93211.9274394298
2104,144365.546510264
2105,122849.504333516
2106,27666.1153460511
2107,219200.358771693
2108,122460.696285145
2109,103822.230251965
2110,127670.011618658
2111,183179.608331938
2112,134473.332203327
2113,119216.309429817
2114,126082.844147672
2115,163396.970505999
2116,119734.931739999
2117,150966.35540805
2118,132505.918091567
2119,112870.185172386
2120,115959.031852168
2121,NA
2122,90724.14448291
2123,106985.610981686
2124,190115.59621872
2125,138879.309837478
2126,153052.821868197
2127,163393.362203199
2128,142979.594036325
2129,119104.367075455
2130,137070.717369965
2131,153109.56625003
2132,130332.944151943
2133,139343.158724566
2134,133686.408902869
2135,114208.339802106
2136,18496.1042065553
2137,111394.153823095
2138,136976.235604294
2139,160030.383215463
2140,142679.077367929
2141,156299.3829485
2142,113849.682025197
2143,132831.380678617
2144,103428.191045598
2145,140746.23930709
2146,188782.841799822
2147,153940.699528654
2148,160199.153658468
2149,133809.238614165
2150,234806.794502229
2151,138811.005344769
2152,167662.787039105
2153,195540.70044388
2154,98003.5485921689
2155,151686.736567812
2156,267600.098583162
2157,250682.29640076
2158,239798.776257486
2159,227354.825662385
2160,188929.076963578
2161,255483.588771202
2162,360371.634908668
2163,315336.86386358
2164,245994.387454592
2165,207728.318821735
2166,153834.813455204
2167,223413.690824438
2168,200744.543739668
2169,201269.987750571
2170,227992.697670991
2171,153665.04432358
2172,131505.319825335
2173,189428.817384457
2174,241060.016657976
2175,299709.192358281
2176,286716.497414916
2177,243504.475556989
2178,232474.696966777
2179,149937.523535584
2180,248512.202970852
2181,202141.437367525
2182,226898.802614874
2183,198247.579057478
2184,134729.206437544
2185,120621.971636368
2186,165483.731617251
2187,164257.076660951
2188,166673.215012607
2189,NA
2190,58843.5910980238
2191,59183.4486163168
2192,51180.5507568478
2193,100602.241794202
2194,98625.4397082105
2195,95000.3126716312
2196,82602.3137038189
2197,101497.13692263
2198,183466.947544897
2199,190585.062649065
2200,154174.32081157
2201,144725.777589582
2202,210576.020182034
2203,128136.983860741
2204,156601.428713281
2205,110406.626539381
2206,150662.382302535
2207,209533.952757633
2208,257161.98636589
2209,202505.471306812
2210,134439.819306592
2211,137741.848778434
2212,124069.339288813
2213,86992.6457171349
2214,142106.221287988
2215,101278.907429131
2216,148682.443826819
2217,17994.0205785985
2218,82653.2561650748
2219,77796.9706279308
2220,50083.1735463713
2221,252782.881774595
2222,241079.385963035
2223,274785.941728434
2224,237506.444985019
2225,129932.60121737
2226,195159.749068098
2227,219861.29137147
2228,268729.362555692
2229,246675.769286955
2230,147776.638192988
2231,209462.2862053
2232,201794.274458843
2233,188015.215258809
2234,253195.329535169
2235,221354.171339416
2236,268996.904481673
2237,298443.638808425
2238,240948.63991933
2239,124718.503769227
2240,165023.928178587
2241,138786.863387333
2242,118593.090469314
2243,116482.043945949
2244,92062.508229125
2245,87183.1709472308
2246,143765.341225803
2247,123803.774165269
2248,124212.938351896
2249,117406.719817585
2250,131096.180163804
2251,114710.19117652
2252,200028.487694617
2253,164824.404578512
2254,188600.060738075
2255,215307.719800918
2256,191803.814854483
2257,207198.497440039
2258,180587.909101737
2259,190997.817011669
2260,169578.488739597
2261,202560.62440771
2262,216631.410398785
2263,316674.399278214
2264,370354.195578697
2265,170897.057940476
2266,263701.913581053
2267,332057.361179747
2268,355057.606625626
2269,171575.98408566
2270,201795.71398569
2271,240488.159365406
2272,232349.316316031
2273,177343.859829523
2274,202351.118738459
2275,177951.816436446
2276,186050.905933898
2277,205240.753741091
2278,174334.793151314
2279,100106.13054189
2280,99445.5638450296
2281,169704.991843575
2282,186719.779201508
2283,112638.991351471
2284,103884.249682845
2285,154731.495499651
2286,120298.706660211
2287,308387.925752619
2288,256575.935115134
2289,323082.661590686
2290,354625.571345502
2291,299500.803600781
2292,367783.045463687
2293,368837.85557656
2294,328291.622282603
2295,383092.637055719
2296,262696.932732555
2297,290544.65489521
2298,285990.906804217
2299,316901.457648995
2300,302532.376995336
2301,273599.53781996
2302,253330.129262858
2303,256635.10514446
2304,248154.858917898
2305,193323.608046609
2306,195141.36906581
2307,197846.554799291
2308,227609.441754599
2309,266936.670489902
2310,210156.803658803
2311,217426.477805466
2312,187385.64187191
2313,180408.803055601
2314,191051.479933657
2315,183054.477560519
2316,206972.924479404
2317,199933.238568793
2318,175260.225025445
2319,195750.553104783
2320,195201.612496188
2321,262649.093733304
2322,206176.851257503
2323,197813.935705848
2324,205080.907239369
2325,213995.154644731
2326,190002.85314265
2327,215085.529032683
2328,230700.292777931
2329,204089.827939868
2330,199615.686955507
2331,311095.625833526
2332,348111.615012339
2333,313863.073260066
2334,252250.637526246
2335,271166.877388489
2336,294968.506759514
2337,197719.000136095
2338,268915.276521688
2339,239887.27097286
2340,353280.471691368
2341,215706.371842667
2342,251933.487338878
2343,236348.411999202
2344,239209.200107988
2345,247369.167286189
2346,214607.016323444
2347,195905.594968513
2348,243990.539159345
2349,173693.484809955
2350,277318.242872395
2351,243679.017374171
2352,258667.641256088
2353,247797.450872441
2354,137020.489147148
2355,152332.461591951
2356,157807.200539711
2357,209385.825768631
2358,199541.623176948
2359,137128.548178224
2360,120825.156726301
2361,145668.06318163
2362,277841.221407621
2363,149634.649204353
2364,195861.972839993
2365,233758.558012516
2366,198954.592898724
2367,223932.828662231
2368,206312.012645936
2369,214832.816557411
2370,168737.515023765
2371,148679.579164229
2372,192654.795620862
2373,284008.334535209
2374,300167.491463963
2375,234581.402279457
2376,295453.334553424
2377,325589.124399261
2378,162538.500198058
2379,231141.491287181
2380,158045.310901815
2381,185151.160250096
2382,242099.003546405
2383,228869.52360867
2384,259783.805472695
2385,180701.637476859
2386,139929.773731552
2387,129756.909394405
2388,112054.710195435
2389,131656.130049742
2390,153322.68317242
2391,131191.912675309
2392,100130.310588576
2393,183964.632527118
2394,137037.236704574
2395,206126.792652053
2396,149590.966361484
2397,228126.887295697
2398,129820.636198828
2399,22980.424501828
2400,29650.5304845337
2401,114861.815274395
2402,147136.758750564
2403,141193.531830775
2404,142096.975925027
2405,166897.059585525
2406,148468.584671525
2407,124139.948786918
2408,151503.867800914
2409,115538.048754643
2410,194365.29804651
2411,116931.813912833
2412,157267.758872175
2413,121241.197233399
2414,138711.322850852
2415,125464.571725991
2416,140663.210824486
2417,121755.619095696
2418,118812.452087462
2419,106489.096537448
2420,117225.481582497
2421,129345.019015986
2422,111445.659347301
2423,105362.846535068
2424,145711.067727648
2425,238707.60938036
2426,152405.048527936
2427,109836.470606837
2428,186621.967937824
2429,102624.542919067
2430,140076.243170676
2431,108967.060016336
2432,134250.427554125
2433,139475.88802805
2434,134473.653937568
2435,152114.00319592
2436,100175.56322225
2437,99100.0766240405
2438,109538.396106462
2439,114066.572329666
2440,134519.901623241
2441,108244.187951588
2442,101390.35770706
2443,131111.393001211
2444,132275.621644305
2445,62985.906061409
2446,120005.815833684
2447,211907.228634132
2448,144160.703242266
2449,111734.260886234
2450,169641.020970618
2451,118832.838115117
2452,222674.672135618
2453,82577.0743482635
2454,127290.291190912
2455,144624.092763261
2456,137060.108646545
2457,121881.139083916
2458,124774.558729908
2459,96797.997347337
2460,154845.687949773
2461,119229.599740727
2462,129298.361765277
2463,135260.738211527
2464,184260.981032087
2465,142775.293781354
2466,105235.696832668
2467,168112.861939479
2468,87521.0888322083
2469,88859.0923255664
2470,203594.310950612
2471,226915.923676295
2472,184464.840735922
2473,97716.7438798643
2474,71253.967292024
2475,252680.56190603
2476,99665.3249717768
2477,97918.5151962883
2478,169600.119486591
2479,99729.0365025493
2480,124219.815962711
2481,110255.508356039
2482,120967.079952704
2483,94580.9099012109
2484,127730.003842041
2485,121687.338552152
2486,142868.723828212
2487,212501.095490779
2488,183903.93618977
2489,165221.384743193
2490,134710.284819295
2491,84891.4997362528
2492,191049.696606794
2493,151358.695837517
2494,164250.606155655
2495,91242.4158644844
2496,238664.436227129
2497,164349.18876536
2498,97718.8696933023
2499,71972.7436166053
2500,108760.955035327
2501,134246.825871821
2502,148711.586179107
2503,81898.3364277635
2504,171807.372734287
2505,237632.726789282
2506,258489.441421766
2507,288706.571985137
2508,258605.185668088
2509,229647.547028585
2510,236507.68596826
2511,201112.052121619
2512,215693.169709176
2513,234808.987577984
2514,278899.136056093
2515,139323.784032083
2516,181702.957647036
2517,141317.625304389
2518,151458.242811529
2519,226715.177734884
2520,226097.240511215
2521,203984.882624725
2522,238706.524711578
2523,117190.850442554
2524,129594.26386311
2525,137544.863339278
2526,125186.083945869
2527,104325.629255906
2528,112953.809138567
2529,129376.009529777
2530,114950.434721939
2531,262092.556352968
2532,237258.214840696
2533,216108.337590963
2534,237441.37596917
2535,287990.664835847
2536,250759.453597773
2537,254385.147528035
2538,194395.25414245
2539,210381.598900077
2540,180595.793073743
2541,200725.55109005
2542,155731.649524683
2543,125484.484115773
2544,101170.653566412
2545,143661.381839141
2546,152391.05092106
2547,164111.098598568
2548,163266.371824824
2549,163759.256775328
2550,635345.83071153
2551,144122.704881759
2552,119605.194429971
2553,50589.1484641259
2554,84083.0496985284
2555,124158.330397611
2556,77739.408468856
2557,101395.725290471
2558,165563.334307437
2559,117000.10083606
2560,163813.496902463
2561,156579.493173631
2562,138044.20518437
2563,141015.144276588
2564,201299.751157296
2565,151768.342469376
2566,121996.039726504
2567,105731.123093024
2568,176363.357959016
2569,200151.032848449
2570,133816.549193233
2571,160234.643123196
2572,193152.182256285
2573,223411.553707449
2574,283511.403997634
2575,138928.846924709
2576,122710.101846974
2577,NA
2578,88599.7957994318
2579,16929.6442315643
2580,97663.7874228956
2581,125056.87091482
2582,130530.733480458
2583,260356.213114926
2584,186337.556139648
2585,187282.246537252
2586,241842.00362088
2587,226665.710261012
2588,142775.188865831
2589,165980.070078589
2590,220908.943199295
2591,234790.054978644
2592,225117.315251901
2593,251128.064446701
2594,197607.966997538
2595,223452.303175576
2596,302016.931333315
2597,190763.35281711
2598,271506.730521025
2599,316579.203209809
2600,174830.684063593
2601,149097.516609116
2602,57679.2422901866
2603,72262.668805643
2604,55893.1947192704
2605,57812.3452827204
2606,149194.191088309
2607,233204.318897466
2608,221447.110606295
2609,173080.388141352
2610,99655.959985215
2611,133025.221379624
2612,166128.260728082
2613,135997.14471489
2614,116225.045041706
2615,173047.648049652
2616,170722.414219013
2617,193190.20196945
2618,211948.695144107
2619,229700.932497356
2620,200773.717092049
2621,186246.406665513
2622,198501.23643075
2623,239387.80383578
2624,290369.002308873
2625,272610.902471194
2626,184974.012251016
2627,187350.268098111
2628,371770.541313211
2629,373948.145645608
2630,318514.805456788
2631,378092.157096449
2632,336093.477666268
2633,283234.640591643
2634,343692.045039591
2635,171474.119544441
2636,212083.494974484
2637,192424.156176945
2638,263905.206991207
2639,207483.356844113
2640,169841.746921827
2641,79807.6486956814
2642,189754.770152689
2643,112263.736789105
2644,127543.425350929
2645,108839.806771023
2646,101029.658298229
2647,113910.093907992
2648,152189.411911457
2649,150649.51046199
2650,149750.02588782
2651,143265.022593322
2652,348698.845325413
2653,257754.552898291
2654,232736.797559572
2655,339659.674547562
2656,295774.445461983
2657,307770.716624987
2658,272267.854143249
2659,285791.446909357
2660,307042.659182759
2661,313672.774702463
2662,318273.949421867
2663,291724.114868337
2664,261025.553992694
2665,314729.526102766
2666,268078.902003069
2667,183899.389226695
2668,200830.326298043
2669,180856.458757313
2670,277876.464047013
2671,202984.619430244
2672,208002.040995906
2673,217110.775041748
2674,231076.713285004
2675,178272.866478059
2676,206854.627865428
2677,218532.059388015
2678,260975.490882238
2679,274444.352318591
2680,280654.581580447
2681,347531.691178643
2682,304567.098982221
2683,403458.184237489
2684,295125.522296146
2685,313661.600384178
2686,255597.29389576
2687,287361.407014173
2688,233986.708934268
2689,215580.419364836
2690,372990.495225416
2691,188570.295751873
2692,134203.335406646
2693,204026.540118369
2694,140729.793998417
2695,214497.391507033
2696,201960.639171972
2697,196002.792912727
2698,221582.194235999
2699,181512.445901752
2700,155252.10262697
2701,159692.844152175
2702,119235.340928623
2703,157713.022458952
2704,159652.561114577
2705,105673.908053205
2706,99564.5591920472
2707,136298.948887245
2708,115695.605398177
2709,99915.2529363485
2710,119256.258966262
2711,272218.097071401
2712,337938.072752935
2713,179913.781297449
2714,151699.026651626
2715,156276.907124589
2716,147938.774937058
2717,193081.112710605
2718,228525.804156775
2719,147491.833082734
2720,217150.513813013
2721,138309.998256051
2722,166502.304926506
2723,170852.446472048
2724,114602.067320792
2725,131760.051454353
2726,126369.838065198
2727,178914.874190643
2728,182589.932781689
2729,134544.039147782
2730,143445.408180415
2731,135861.621984812
2732,120227.643432795
2733,179225.399224448
2734,164064.775938398
2735,136242.261841975
2736,147910.485127488
2737,114710.322006202
2738,131358.591031461
2739,166916.061877304
2740,148236.824726402
2741,132642.493721344
2742,167665.29195351
2743,145596.239525802
2744,167224.882229376
2745,158254.469828153
2746,128673.305925585
2747,165094.852631744
2748,115775.948486853
2749,138122.030779581
2750,113188.487673609
2751,132234.970212674
2752,237062.139367825
2753,167008.13019755
2754,238632.798080332
2755,138855.171345858
2756,62643.382131314
2757,46295.6369057404
2758,73630.5963849824
2759,163870.994281891
2760,109671.920965798
2761,140998.218672517
2762,145446.481451904
2763,232202.298713204
2764,192718.622732861
2765,304033.551247596
2766,116174.996963929
2767,51229.5566999143
2768,104414.898990981
2769,125689.874954773
2770,175350.785080049
2771,99404.386109599
2772,88784.2049418826
2773,147449.597333252
2774,144875.223865486
2775,119100.350618131
2776,155251.573080407
2777,162947.009921526
2778,141451.811723474
2779,93392.1991063643
2780,114515.723613311
2781,93380.1502876172
2782,80893.8892390965
2783,83219.8774574813
2784,99777.8162748591
2785,114673.256188562
2786,38499.109313355
2787,124084.607863644
2788,43786.3848454487
2789,190726.328050294
2790,92161.6692162983
2791,106018.988500726
2792,32710.4217174019
2793,185893.456290443
2794,67389.4195445268
2795,117607.123442534
2796,83374.5871534929
2797,215347.883746034
2798,122983.913937604
2799,112711.299211442
2800,59116.3953730961
2801,115327.921569602
2802,136009.587093125
2803,169529.792287965
2804,148582.360298336
2805,107669.197061651
2806,74657.0491360373
2807,177449.13990627
2808,146884.97416905
2809,125620.130347683
2810,131169.69519633
2811,161781.29507938
2812,170788.624460664
2813,149551.187158442
2814,149594.264085495
2815,93044.2906461167
2816,241132.43822414
2817,147333.626542018
2818,119695.954818557
2819,196081.292628127
2820,130196.820561836
2821,111543.419203715
2822,205678.86553646
2823,299511.254363005
2824,158948.589441807
2825,168484.64233592
2826,124039.203483367
2827,133452.967296592
2828,240668.627400634
2829,225731.845189458
2830,232194.894751046
2831,204411.840182136
2832,245220.603997203
2833,276942.950184921
2834,222590.355394452
2835,224309.139383511
2836,198910.627334789
2837,186289.719693429
2838,137454.055487388
2839,183264.276695895
2840,210221.478609975
2841,215080.409342504
2842,237757.347128075
2843,158191.945235857
2844,178977.703443445
2845,112294.501010493
2846,216282.655003702
2847,211737.659424915
